,vote_id,for_or_against,vote_topic,vote_date,politic_name,vote_category,left_ecolo_agreed_vote
183,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,franck-allisio,affaires-sociales,POUR
184,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,caroline-colombier,affaires-sociales,POUR
187,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,timothee-houssin,affaires-sociales,POUR
188,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,lisette-pollet,affaires-sociales,POUR
192,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,pierre-meurin,affaires-sociales,POUR
195,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,gregoire-defournas,affaires-sociales,POUR
198,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,mathilde-paris,affaires-sociales,POUR
202,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,christophe-bentz,affaires-sociales,POUR
203,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,laurence-robertdehault,affaires-sociales,POUR
208,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,philippe-ballard,affaires-sociales,POUR
214,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,caroline-parmentier,affaires-sociales,POUR
217,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,michel-guiniot,affaires-sociales,POUR
218,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,sandrine-dogorsuch,affaires-sociales,POUR
223,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,emeric-salmon,affaires-sociales,POUR
224,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,daniel-grenon,affaires-sociales,POUR
227,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,yael-menache,affaires-sociales,POUR
228,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,frederic-cabrolier,affaires-sociales,POUR
229,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,stephane-rambaud,affaires-sociales,POUR
230,vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,philippe-lottiaux,affaires-sociales,POUR
233,vote_c1,CONTRE,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,benedicte-auzanot,affaires-sociales,POUR
234,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,herve-delepinau,affaires-sociales,POUR
238,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,mariefrance-lorho,affaires-sociales,POUR
243,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,jocelyn-dessigny,affaires-sociales,POUR
244,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,jorys-bovet,affaires-sociales,POUR
245,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,jordan-guitton,affaires-sociales,POUR
251,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,joelle-melin,affaires-sociales,POUR
253,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,romain-baubry,affaires-sociales,POUR
255,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,franck-allisio,affaires-sociales,POUR
256,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,caroline-colombier,affaires-sociales,POUR
260,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,timothee-houssin,affaires-sociales,POUR
261,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,lisette-pollet,affaires-sociales,POUR
265,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,pierre-meurin,affaires-sociales,POUR
267,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,aurelien-lopezliguori,affaires-sociales,POUR
269,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,gregoire-defournas,affaires-sociales,POUR
272,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,mathilde-paris,affaires-sociales,POUR
276,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,christophe-bentz,affaires-sociales,POUR
277,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,laurence-robertdehault,affaires-sociales,POUR
287,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,caroline-parmentier,affaires-sociales,POUR
289,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,michel-guiniot,affaires-sociales,POUR
294,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,daniel-grenon,affaires-sociales,POUR
296,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,nathalie-daconceicaocarvalho,affaires-sociales,POUR
298,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,yael-menache,affaires-sociales,POUR
299,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,frederic-cabrolier,affaires-sociales,POUR
300,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,stephane-rambaud,affaires-sociales,POUR
301,vote_3289,ABSTENTION,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,philippe-lottiaux,affaires-sociales,POUR
304,vote_3289,CONTRE,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,benedicte-auzanot,affaires-sociales,POUR
305,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,herve-delepinau,affaires-sociales,CONTRE
306,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,nicolas-meizonnet,affaires-sociales,CONTRE
307,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,sebastien-chenu,affaires-sociales,CONTRE
308,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,marine-lepen,affaires-sociales,CONTRE
309,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,emmanuel-blairy,affaires-sociales,CONTRE
310,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,bruno-bilde,affaires-sociales,CONTRE
311,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,mariefrance-lorho,affaires-sociales,CONTRE
312,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,christian-girard,affaires-sociales,CONTRE
313,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,jerome-buisson,affaires-sociales,CONTRE
314,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,nicolas-dragon,affaires-sociales,CONTRE
315,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,jose-beaurain,affaires-sociales,CONTRE
316,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,jocelyn-dessigny,affaires-sociales,CONTRE
317,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,jorys-bovet,affaires-sociales,CONTRE
318,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,jordan-guitton,affaires-sociales,CONTRE
319,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,angelique-ranc,affaires-sociales,CONTRE
320,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,christophe-barthes,affaires-sociales,CONTRE
321,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,frederic-falcon,affaires-sociales,CONTRE
322,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,julien-rancoule,affaires-sociales,CONTRE
323,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,gisele-lelouis,affaires-sociales,CONTRE
324,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,lionel-tivoli,affaires-sociales,CONTRE
325,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,alexandra-masson,affaires-sociales,CONTRE
326,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,bryan-masson,affaires-sociales,CONTRE
327,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,joelle-melin,affaires-sociales,CONTRE
328,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,jose-gonzalez,affaires-sociales,CONTRE
329,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,romain-baubry,affaires-sociales,CONTRE
330,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,emmanuel-tachedelapagerie,affaires-sociales,CONTRE
331,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,franck-allisio,affaires-sociales,CONTRE
332,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,caroline-colombier,affaires-sociales,CONTRE
333,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,geraldine-grangier,affaires-sociales,CONTRE
334,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,katiana-levavasseur,affaires-sociales,CONTRE
335,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,kevin-mauvieux,affaires-sociales,CONTRE
336,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,timothee-houssin,affaires-sociales,CONTRE
337,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,lisette-pollet,affaires-sociales,CONTRE
338,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,christine-loir,affaires-sociales,CONTRE
339,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,serge-muller,affaires-sociales,CONTRE
340,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,yoann-gillet,affaires-sociales,CONTRE
341,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,pascale-bordes,affaires-sociales,CONTRE
342,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,pierre-meurin,affaires-sociales,CONTRE
343,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,stephanie-galzy,affaires-sociales,CONTRE
344,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,aurelien-lopezliguori,affaires-sociales,CONTRE
345,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,edwige-diaz,affaires-sociales,CONTRE
346,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,gregoire-defournas,affaires-sociales,CONTRE
347,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,alexis-jolly,affaires-sociales,CONTRE
348,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,roger-chudeau,affaires-sociales,CONTRE
349,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,annick-cousin,affaires-sociales,CONTRE
350,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,mathilde-paris,affaires-sociales,CONTRE
351,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,thomas-menage,affaires-sociales,CONTRE
352,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,helene-laporte,affaires-sociales,CONTRE
353,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,florence-goulet,affaires-sociales,CONTRE
354,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,christophe-bentz,affaires-sociales,CONTRE
355,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,laurence-robertdehault,affaires-sociales,CONTRE
356,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,michael-taverne,affaires-sociales,CONTRE
357,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,pierrick-berteloot,affaires-sociales,CONTRE
358,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,matthieu-marchio,affaires-sociales,CONTRE
359,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,thibaut-francois,affaires-sociales,CONTRE
360,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,philippe-ballard,affaires-sociales,CONTRE
361,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,alexandre-sabatou,affaires-sociales,CONTRE
362,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,kevin-pfeffer,affaires-sociales,CONTRE
363,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,alexandre-loubet,affaires-sociales,CONTRE
364,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,laurent-jacobelli,affaires-sociales,CONTRE
365,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,victor-catteau,affaires-sociales,CONTRE
366,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,caroline-parmentier,affaires-sociales,CONTRE
367,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,thierry-frappe,affaires-sociales,CONTRE
368,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,christine-engrand,affaires-sociales,CONTRE
369,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,michel-guiniot,affaires-sociales,CONTRE
370,vote_3213,POUR,Projet de loi immigration,19 déc. 2023,sandrine-dogorsuch,affaires-sociales,CONTRE
